36.13525,-80.27677,Wake Forest Rd & Wingate Rd,xx:20   xx:50
36.16505,-80.27911,Alaris Village - Building 5005,xx:30   xx:00
36.14806,-80.28133,Deacon Ridge - Building 900,xx:37   xx:07
36.14799,-80.28544,Crowne Oaks,xx:40   xx:10
36.13525,-80.27677,Wake Forest Rd & Wingate Rd,xx:15   xx:45
The Black Line starts at 7:20am with a final loop starting at 9:20pm. It is a Monday - Friday service. There is no service from 10:50am - 11:20am & 6:20pm - 6:50pm.
