36.13228,-80.2783,ZSR Library Entrance,xx:20   xx:50
36.14001,-80.28966,Crowne Polo,xx:30   xx:00
36.14358,-80.29433,Crowne Park - Building 200,xx:35   xx:05
36.14106,-80.2976,Crystal Lake - Building 10,xx:40   xx:10
36.12972,-80.28685,Reynolda Rd. Entrance,xx:45   xx:15
The Gold Line starts at 7:20am with a final loop starting at 9:20pm. It is a Monday - Friday service. There is no service from 10:50am - 11:20am and 6:20pm - 6:50pm. 
