36.133016,-80.277953,Benson University Center,xx:00
36.06794,-80.30037,Hanes Mall Food Court,xx:17
36.11569,-80.31268,River Birch Restaurant,xx:30
36.16842,-80.27869,Target,xx:46
The Hanes Mall Line runs on Saturday from 11:00am - 9:46pm and on Sunday from 12:00pm - 6:46pm.
