36.128824,-80.257792
36.128827,-80.258611
36.128832,-80.261225
36.128813,-80.261473
36.125452,-80.259064
36.125158,-80.258871
36.124966,-80.258762
36.124850,-80.258696
36.124305,-80.258447
36.123945,-80.258329
36.123732,-80.258259
36.123500,-80.258183
36.123237,-80.258097
36.122530,-80.257879
36.121482,-80.257555
36.120846,-80.257344
36.119561,-80.256918
36.119174,-80.256790
36.118576,-80.256635
36.118103,-80.256565
36.117579,-80.256567
36.117196,-80.256561
36.116043,-80.256538
36.115086,-80.256543
36.114300,-80.256494
36.113297,-80.256218
36.112629,-80.255894
36.110624,-80.254681
36.109411,-80.253889
36.109273,-80.253790
36.108803,-80.253453
36.108491,-80.253134
36.108180,-80.252765
36.108151,-80.252728
36.107680,-80.252104
36.107033,-80.251164
36.106783,-80.250888
36.106706,-80.250803
36.106499,-80.250617
36.106337,-80.250470
36.105917,-80.250172
36.105449,-80.249909
36.104945,-80.249704
36.104416,-80.249559
36.102899,-80.249182
36.101052,-80.248667
36.100289,-80.248319
36.100049,-80.248257
36.099555,-80.248154
36.098070,-80.247897
36.098163,-80.247037
36.098209,-80.246712
