36.13519,-80.27686
36.1353,-80.27669
36.1355,-80.27637
36.13557,-80.27626
36.13587,-80.27579
36.13616,-80.27533
36.13623,-80.27521
36.13623,-80.27521
36.13644,-80.27537
36.13648,-80.27541
36.13659,-80.27549
36.13673,-80.2756
36.13686,-80.27571
36.137,-80.27582
36.13713,-80.27592
36.13719,-80.27597
36.13722,-80.276
36.13724,-80.27602
36.13727,-80.27605
36.13729,-80.27607
36.13731,-80.2761
36.13734,-80.27614
36.13736,-80.27616
36.13736,-80.27617
36.137375,-80.276152
36.137400,-80.276178
36.137429,-80.276356
36.137086,-80.276950
36.137021,-80.277058
36.136917,-80.277299
36.136919,-80.277525
36.136948,-80.277671
36.136968,-80.277730
36.137041,-80.277695
36.137236,-80.277649
36.137565,-80.277667
36.138088,-80.277805
36.138100,-80.277760
36.1381,-80.27778
36.13937,-80.27808
36.13937,-80.27808
36.13949,-80.2781
36.1401,-80.27826
36.14032,-80.27831
36.14083,-80.27844
36.14092,-80.27846
36.14099,-80.27847
36.14116,-80.27851
36.14118,-80.27851
36.14121,-80.27852
36.14132,-80.27853
36.14135,-80.27853
36.14143,-80.27854
36.14147,-80.27854
36.14154,-80.27854
36.1416,-80.27854
36.14168,-80.27853
36.1419,-80.27852
36.14222,-80.2784
36.14253,-80.27819
36.14278,-80.27799
36.14293,-80.27784
36.14312,-80.27756
36.14318,-80.27745
36.14318,-80.27745
36.14447,-80.27813
36.14507,-80.27845
36.14537,-80.27861
36.14579,-80.27883
36.14603,-80.27896
36.14621,-80.27904
36.14637,-80.2791
36.14659,-80.27917
36.1468,-80.27923
36.14688,-80.27924
36.14715,-80.27929
36.14733,-80.2793
36.14749,-80.2793
36.14769,-80.2793
36.14836,-80.27926
36.1486,-80.27925
36.14881,-80.27923
36.14921,-80.27921
36.14928,-80.2792
36.15009,-80.27915
36.15059,-80.27911
36.1509,-80.27908
36.15105,-80.27906
36.15201,-80.27897
36.15325,-80.27887
36.15525,-80.27872
36.15541,-80.27871
36.15671,-80.27861
36.15724,-80.27857
36.15769,-80.27855
36.15839,-80.2785
36.15925,-80.27844
36.15953,-80.27841
36.15986,-80.27838
36.16046,-80.27827
36.16085,-80.27819
36.16114,-80.27813
36.1612,-80.27812
36.16217,-80.27784
36.16219,-80.27784
36.16506,-80.27699
36.1653,-80.27693
36.16553,-80.27688
36.16574,-80.27684
36.16588,-80.27682
36.1661,-80.27679
36.16643,-80.27673
36.16643,-80.27673
36.16646,-80.27692
36.16627,-80.27696
36.16616,-80.27698
36.16597,-80.27702
36.16573,-80.27707
36.16521,-80.27719
36.16521,-80.27719
36.1653,-80.27762
36.16537,-80.27809
36.16544,-80.2785
36.16543,-80.27871
36.16537,-80.27896
36.16529,-80.27914
36.16518,-80.27931
36.16497,-80.27962
36.16485,-80.27979
36.16485,-80.27979
36.16497,-80.27962
36.16518,-80.27931
36.16529,-80.27914
36.16537,-80.27896
36.16543,-80.27871
36.16544,-80.2785
36.16537,-80.27809
36.1653,-80.27762
36.16521,-80.27719
